id,identificacao,ementa,indexacao,tipoDocumento,dataApresentacaoDocumento,urlDocumento
8139883,PL 3186/2021,"Altera a Lei nº 6.259, de 30 de outubro de 1975, que dispõe sobre a organização das ações de Vigilância Epidemiológica, sobre o Programa Nacional de Imunizações, estabelece normas relativas à notificação compulsória de doenças e dá outras providências, para requerer o comprovante de vacinação contra a covid-19 para admissão no serviço público."," ALTERAÇÃO ,  LEI FEDERAL ,  VIGILANCIA EPIDEMIOLOGICA ,  REQUISITOS ,  INVESTIDURA ,  ADMISSÃO ,  CARGO PUBLICO ,  EMPREGO PUBLICO ,  AMBITO ,  ADMINISTRAÇÃO DIRETA ,  ADMINISTRAÇÃO INDIRETA ,  UNIÃO ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  MUNICIPIOS ,  COMPROVAÇÃO ,  VACINAÇÃO ,  NOVO CORONAVIRUS (COVID-19) .",Projeto de Lei Ordinária,2021-09-16,https://legis.senado.gov.br/sdleg-getter/documento?dm=9016975
8139928,PL 3188/2021,"Altera a Lei nº 13.999, de 18 de maio de 2020, que institui o Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe), para o desenvolvimento e o fortalecimento dos pequenos negócios; e altera as Lei nº 14.161, de 02 de junho de 2021, para permitir melhores condições de sustentabilidade ao Programa como política oficial de crédito permanente no tratamento diferenciado e favorecido aos beneficiários do Programa."," ALTERAÇÃO ,  LEI FEDERAL ,  PROGRAMA NACIONAL ,  APOIO ,  MICROEMPRESA ,  PEQUENA EMPRESA ,  REVOGAÇÃO ,  DISPOSITIVOS ,  MANUTENÇÃO ,  POLITICA DE CREDITO ,  CARATER PERMANENTE ,  SUSTENTABILIDADE ,  PROGRAMA .",Projeto de Lei Ordinária,2021-09-16,https://legis.senado.gov.br/sdleg-getter/documento?dm=9017014
8140313,PL 3202/2021,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para definir critérios para o controle e distribuição de munições."," ALTERAÇÃO ,  LEI FEDERAL ,  REQUISITOS ,  AQUISIÇÃO ,  ARMA DE FOGO ,  COMPROVAÇÃO ,  CAPACIDADE TECNICA . ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  CONTROLE ,  DISTRIBUIÇÃO ,  MUNIÇÃO ,  ARMA DE FOGO .",Projeto de Lei Ordinária,2021-09-16,https://legis.senado.gov.br/sdleg-getter/documento?dm=9017396
8140340,PLP 112/2021,Dispõe sobre as normas eleitorais e as normas processuais eleitorais brasileiras.," CRIAÇÃO ,  LEI COMPLEMENTAR ,  CODIGO ELEITORAL ,  DEFINIÇÃO ,  PRINCIPIO JURIDICO ,  PARTIDO POLITICO ,  CONTABILIDADE ,  FINANÇAS ,  RECEITA ,  DOAÇÃO ,  DESPESA ,  FUNDO PARTIDARIO ,  PRESTAÇÃO DE CONTAS ,  ESTABELECIMENTO ,  FUNDAÇÃO ,  INSTITUIÇÃO PARTICULAR ,  ADMINISTRAÇÃO ,  ORGANIZAÇÃO ,  ELEIÇÕES ,  COMPETENCIA ,  JUSTIÇA ELEITORAL ,  TRIBUNAL SUPERIOR ELEITORAL (TSE) ,  TRIBUNAL REGIONAL ELEITORAL (TRE) ,  JUIZ ELEITORAL ,  JUNTA ELEITORAL ,  MINISTERIO PUBLICO ELEITORAL ,  ALISTAMENTO ELEITORAL ,  CADASTRO ,  DOMICILIO ELEITORAL ,  SISTEMA MAJORITARIO ,  SISTEMA PROPORCIONAL ,  DIREITOS POLITICOS ,  CONVENÇÃO ,  COLIGAÇÃO PARTIDARIA ,  CANDIDATURA ,  LIMITAÇÃO ,  REGISTRO ,  CANDIDATO ,  SISTEMA ELEITORAL ,  INFORMATICA ,  MESA ELEITORAL ,  LOGISTICA ,  VOTAÇÃO ,  TRANSPORTE ,  ELEITOR ,  ACESSIBILIDADE ,  APURAÇÃO ,  RESULTADO ,  NULIDADE ,  FISCALIZAÇÃO ,  ACOMPANHAMENTO ,  OBSERVAÇÃO ,  ENTIDADE INTERNACIONAL ,  DIPLOMAÇÃO ,  ARRECADAÇÃO ,  CUSTEIO ,  CAMPANHA ELEITORAL ,  COMERCIALIZAÇÃO ,  BENS ,  PRESTAÇÃO DE SERVIÇO ,  CAPTAÇÃO ,  RECURSOS FINANCEIROS ,  PROMOÇÃO ,  EVENTO ,  PROPAGANDA ELEITORAL ,  UTILIZAÇÃO ,  INTERNET ,  RADIODIFUSÃO ,  TELEVISÃO ,  REMOÇÃO ,  SUSPENSÃO ,  CONTEUDO ,  PODER DE POLICIA ,  DATA ,  ELEIÇÃO ,  DIVULGAÇÃO ,  PESQUISA ,  ESTATISTICA ,  REGULAMENTAÇÃO ,  INICIATIVA POPULAR ,  PLEBISCITO ,  REFERENDO ,  FIXAÇÃO ,  HIPOTESE ,  CASSAÇÃO ,  FRAUDE ,  CORRUPÇÃO ,  ABUSO DE PODER ,  NORMAS ,  PROCESSO ELEITORAL .",Projeto de Lei Complementar,2021-09-16,https://legis.senado.gov.br/sdleg-getter/documento?dm=9017420
8141039,PL 3217/2021,"Altera o art. 25 da Lei nº 9.605, de 12 de fevereiro de 1998, para autorizar a alienação antecipada da madeira apreendida no contexto da prática de infração administrativa ou crime ambiental."," ALTERAÇÃO ,  LEI FEDERAL ,  AUTORIZAÇÃO ,  ALIENAÇÃO ,  LEILÃO ,  MADEIRA ,  PRODUTO ,  APREENSÃO ,  INFRAÇÃO ,  CRIME CONTRA O MEIO AMBIENTE ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  ORGÃO ,  MEIO AMBIENTE .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018055
8141141,PL 3221/2021,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para vedar as ligações telefônicas excessivas ao consumidor inadimplente."," ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO DE DEFESA DO CONSUMIDOR ,  PROIBIÇÃO ,  EXCESSO ,  LIGAÇÃO ,  TELEFONE ,  COBRANÇA ,  DIVIDA ,  CONSUMIDOR ,  INADIMPLENCIA .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018125
8141000,PL 3214/2021,"Altera a Lei nº 9.998, de 17 de agosto de 2000, que institui o Fundo de Universalização dos Serviços de Telecomunicações, para estabelecer a obrigatoriedade de aplicação de recursos para subsidiar a contratação de serviços que possibilitem a conexão à internet em banda larga pela população de baixa renda."," ALTERAÇÃO ,  LEI FEDERAL ,  OBRIGATORIEDADE ,  APLICAÇÃO DE RECURSOS ,  FUNDO DE UNIVERSALIZAÇÃO DOS SERVIÇOS DE TELECOMUNICAÇÕES (FUST) ,  SUBSIDIO ,  CONTRATAÇÃO ,  SERVIÇO ,  TELECOMUNICAÇÃO ,  CONEXÃO ,  INTERNET ,  POPULAÇÃO ,  BAIXA RENDA .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018030
8141127,PL 3220/2021,"Acrescenta art. 69-A à Lei nº 8.212, de 24 de julho de 1993, que “Dispõe sobre a organização da Seguridade Social, institui Plano de Custeio, e dá outras providências” para dispor sobre a prova de vida de aposentados e pensionistas residentes no exterior e dá outras providências."," ALTERAÇÃO ,  LEI FEDERAL ,  LEI ORGANICA ,  CUSTEIO ,  SEGURIDADE SOCIAL ,  CRITERIOS ,  PROVA ,  VIDA ,  APOSENTADO ,  PENSIONISTA ,  RESIDENCIA ,  EXTERIOR ,  POSSIBILIDADE ,  PRESENÇA ,  EMBAIXADA ,  CONSULADO ,  ENCAMINHAMENTO ,  CERTIFICADO ,  COPIA ,  DOCUMENTO ,  DESTINAÇÃO ,  INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS) ,  PROIBIÇÃO ,  EXCESSO ,  EXIGENCIA ,  EXCEÇÃO ,  INDICIO ,  FRAUDE .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018104
8141236,PL 3224/2021,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, e a Lei nº 8.429, de 2 de junho de 1992, para estabelecer, como efeito automático da condenação por crime contra a administração pública ou por ato de improbidade administrativa, a inabilitação para o exercício de cargo, emprego ou função pública por trinta anos."," ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO PENAL ,  ESTABELECIMENTO ,  EFEITO ,  CONDENAÇÃO ,  CRIME CONTRA A ADMINISTRAÇÃO PUBLICA ,  IMPROBIDADE ADMINISTRATIVA ,  PROIBIÇÃO ,  PRAZO DETERMINADO ,  EXERCICIO ,  CARGO PUBLICO ,  EMPREGO PUBLICO ,  FUNÇÃO PUBLICA .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018173
8141019,PL 3216/2021,"Altera o art. 25 da Lei nº 9.605, de 12 de fevereiro de 1998, para vedar a destruição dos instrumentos utilizados nas infrações ambientais e estabelecer que o resultado de sua venda reverterá em favor do município em que ocorreu o ilícito."," ALTERAÇÃO ,  LEI FEDERAL ,  PROIBIÇÃO ,  DESTRUIÇÃO ,  EQUIPAMENTOS ,  INSTRUMENTO ,  UTILIZAÇÃO ,  INFRAÇÃO ,  CRIME CONTRA O MEIO AMBIENTE ,  VALOR ,  VENDA ,  ALIENAÇÃO ,  DESTINAÇÃO ,  MUNICIPIO .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018036
8141295,PL 3226/2021,"Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a transferência de empregado público cujo cônjuge ou companheiro for removido no interesse da Administração Pública."," ALTERAÇÃO ,  LEI FEDERAL ,  CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) ,  DIREITOS ,  EMPREGADO ,  AMBITO ,  UNIÃO ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  MUNICIPIOS ,  TRANSFERENCIA ,  ACOMPANHAMENTO ,  CONJUGE ,  COMPANHEIRA ,  COMPANHEIRO ,  MUDANÇA DE DOMICILIO ,  LOCALIDADE ,  EXERCICIO ,  FUNÇÃO PUBLICA ,  MOTIVO ,  INTERESSE ,  ADMINISTRAÇÃO PUBLICA .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018232
8141765,PL 3238/2021,"Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para desvincular o licenciamento de veículo da quitação dos respectivos tributos e multas em casos específicos."," ALTERAÇÃO ,  CODIGO DE TRANSITO BRASILEIRO (CTB) ,  REQUISITOS ,  LICENCIAMENTO ,  VEICULOS ,  VEICULO AUTOMOTOR ,  DESVINCULAÇÃO ,  QUITAÇÃO ,  TRIBUTOS ,  MULTA ,  PROIBIÇÃO ,  APREENSÃO ,  REMOÇÃO .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018108
8141007,PL 3215/2021,Dispõe sobre o direito à isenção do pagamento da taxa de inscrição no Exame Nacional do Ensino Médio.," CRIAÇÃO ,  LEI FEDERAL ,  ISENÇÃO ,  PAGAMENTO ,  TAXA ,  INSCRIÇÃO ,  EXAME NACIONAL DO ENSINO MEDIO (ENEM) ,  HIPOTESE ,  CONCLUSÃO ,  ENSINO MEDIO ,  ESCOLA PUBLICA ,  RENDA PER CAPITA ,  FAMILIA ,  DOAÇÃO DE SANGUE ,  CRITERIOS ,  EXCEÇÃO ,  PRAZO DETERMINADO ,  CORRELAÇÃO ,  PANDEMIA ,  EPIDEMIA ,  NOVO CORONAVIRUS (COVID-19) .",Projeto de Lei Ordinária,2021-09-20,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018032
8141611,PL 3234/2021,"Altera o art. 80 da Lei nº 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), para regulamentar os procedimentos que devem ser cumpridos quanto a elaboração do assento de óbito, nos casos em que o falecido deixou filho menor ou incapaz, acrescida da comunicação da orfandade bilateral acaso constatada pelo oficial de registro civil aos órgãos públicos de assistência social e de proteção da infância e da juventude."," ALTERAÇÃO ,  LEI FEDERAL ,  REGISTRO DE PESSOA FISICA ,  PROCEDIMENTO ,  REGISTRO PUBLICO ,  MORTE ,  PAES ,  SITUAÇÃO ,  FILHO ,  MENOR ,  PESSOA INCAPAZ ,  REQUISITOS ,  OBRIGATORIEDADE ,  TABELIÃO ,  EXPEDIÇÃO ,  NOTIFICAÇÃO ,  HIPOTESE ,  ORFÃO ,  DESTINAÇÃO ,  MINISTERIO PUBLICO ,  DEFENSORIA PUBLICA ,  CONSELHO TUTELAR ,  SECRETARIA ,  ASSISTENCIA SOCIAL ,  ESTADO ,  MUNICIPIO .",Projeto de Lei Ordinária,2021-09-21,https://legis.senado.gov.br/sdleg-getter/documento?dm=9018683
8142898,PL 1100/2021,"Altera as Leis nºs 7.713, de 22 de dezembro de 1988, e 8.213, de 24 de julho de 1991, para conceder isenção de imposto sobre a renda e dispensar o período de carência para obtenção de benefícios previdenciários por incapacidade para pessoas acometidas de complicações e sequelas graves decorrentes da Covid-19."," ALTERAÇÃO ,  LEI FEDERAL ,  ISENÇÃO FISCAL ,  IMPOSTO DE RENDA ,  PESSOA FISICA ,  DISPENSA ,  PERIODO ,  CARENCIA ,  BENEFICIO ,  PREVIDENCIA SOCIAL ,  HIPOTESE ,  SITUAÇÃO ,  GRAVIDADE ,  CORRELAÇÃO ,  DOENÇA ,  NOVO CORONAVIRUS (COVID-19) .",Projeto de Lei Ordinária,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019692
8142231,PL 813/2021,"Dispõe sobre a transformação de cargos de Técnico do Ministério Público da União em cargos de Procurador de Justiça e nos cargos em comissão que especifica, no âmbito do Ministério Público do Distrito Federal e Territórios, sem aumento de despesas."," CRIAÇÃO ,  LEI FEDERAL ,  TRANSFORMAÇÃO ,  CARGO PUBLICO ,  TECNICO ,  MINISTERIO PUBLICO ,  UNIÃO FEDERAL ,  PROCURADOR DE JUSTIÇA ,  CARGO EM COMISSÃO ,  MINISTERIO PUBLICO DO DISTRITO FEDERAL E TERRITORIOS .",Projeto de Lei Ordinária,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019216
8142769,PL 3278/2021,"Atualiza o marco legal da Política Nacional de Mobilidade Urbana; altera a Lei nº 12.587, de 3 de janeiro de 2012; a Lei n°10.636, de 30 de dezembro de 2002; e a Lei nº 10.257, de 10 de julho de 2001."," ALTERAÇÃO ,  LEI FEDERAL ,  ATUALIZAÇÃO ,  POLITICA NACIONAL ,  MOBILIDADE URBANA ,  DEFINIÇÃO ,  TRANSPORTE COLETIVO ,  DEMANDA ,  ILEGALIDADE ,  TRANSPORTE ,  PASSAGEIRO ,  DIRETRIZ ,  REDUÇÃO ,  CUSTO ,  TARIFAS ,  PASSAGEM ,  POLITICA TARIFARIA ,  FACULTATIVIDADE ,  PODER PUBLICO ,  REAJUSTE ,  REVISÃO ,  CARATER EXTRAORDINARIO ,  REGULAMENTAÇÃO ,  EMPRESA PUBLICA ,  AGENCIA REGULADORA ,  FORMA ,  LICITAÇÃO ,  CONTRATAÇÃO ,  SERVIÇO ,  COMPETENCIA ,  UNIÃO FEDERAL ,  ESTADOS ,  MUNICIPIOS ,  DISTRITO FEDERAL (DF) ,  DESTINAÇÃO ,  PERCENTAGEM ,  CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO (CIDE) ,  COMBUSTIVEL ,  PROGRAMA ,  INFRAESTRUTURA ,  TRANSPORTE COLETIVO URBANO ,  ESCALA ,  HORARIO ,  FUNCIONAMENTO ,  ATIVIDADE ,  ZONA URBANA ,  ENGARRAFAMENTO ,  TRANSITO .",Projeto de Lei Ordinária,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019604
8143032,PEC 30/2021,Inclui o §3° ao art. 28; e o §6° ao art. 77 da Constituição Federal.," ALTERAÇÃO ,  CONSTITUIÇÃO FEDERAL ,  OBRIGATORIEDADE ,  PRESENÇA ,  CANDIDATO ,  MULHER ,  CHAPA ,  ELEIÇÕES ,  PRESIDENTE DA REPUBLICA ,  VICE-PRESIDENTE DA REPUBLICA ,  GOVERNADOR ,  VICE-GOVERNADOR .",Proposta de Emenda à Constituição,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019611
8143035,PEC 31/2021,"Modifica o art. 3º da Emenda Constitucional nº 97, de 2017."," ALTERAÇÃO ,  DISPOSITIVOS ,  CONSTITUIÇÃO FEDERAL ,  EMENDA CONSTITUCIONAL ,  REQUISITOS ,  ACESSO ,  PARTIDO POLITICO ,  RECURSOS FINANCEIROS ,  FUNDO PARTIDARIO ,  GRATUIDADE ,  PROPAGANDA ELEITORAL ,  RADIO ,  TELEVISÃO ,  ACRESCIMO ,  QUANTIDADE ,  CANDIDATO ELEITO ,  SENADOR .",Proposta de Emenda à Constituição,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019613
8142737,PL 3277/2021,"Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil) e a Lei 9.099, de 26 de setembro de 1995, para dispor sobre a acessibilidade, por meio da Língua Brasileira de Sinais e de Braille, no acesso à justiça e em favor do testador."," ALTERAÇÃO ,  LEI FEDERAL ,  GARANTIA ,  ACESSO ,  JUSTIÇA ,  PESSOA COM DEFICIENCIA ,  SURDO ,  CEGO ,  ATENDIMENTO ,  ACOMPANHAMENTO ,  DEPOIMENTO ,  ACESSIBILIDADE ,  LINGUA BRASILEIRA DE SINAIS (LIBRAS) ,  TRANSCRIÇÃO ,  ATO PROCESSUAL ,  METODO BRAILLE ,  CAPACIDADE ,  PROCESSO CIVIL ,  PROCESSO PENAL ,  JUIZADO ESPECIAL . ALTERAÇÃO ,  CODIGO CIVIL ,  NORMAS ,  ACESSIBILIDADE ,  TESTAMENTO ,  PESSOA COM DEFICIENCIA ,  SURDO ,  CEGO .",Projeto de Lei Ordinária,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019579
8142856,PLP 144/2021,"Introduz dispositivos na Lei Complementar nº 101, de 2000, para dispor sobre instrumentos de transparência relativos a despesas com sentenças judiciais e precatórios."," ALTERAÇÃO ,  LEI DE RESPONSABILIDADE FISCAL ,  INSTRUMENTO ,  TRANSPARENCIA ADMINISTRATIVA ,  DISPOSITIVOS ,  LEI DE DIRETRIZES ORÇAMENTARIAS (LDO) ,  CONTROLE ,  RISCOS ,  PASSIVO ,  CONTINGENCIAMENTO ,  EVOLUÇÃO ,  VALORES ,  DESPESA ,  PRECATORIO ,  METODOLOGIA ,  APURAÇÃO ,  FINANCIAMENTO ,  POLITICAS PUBLICAS ,  RELATORIO ,  GESTÃO FISCAL ,  REQUISITOS ,  POSSIBILIDADE ,  CRIAÇÃO ,  SISTEMA ,  COMPENSAÇÃO ,  DEBITOS ,  TRIBUTOS .",Projeto de Lei Complementar,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019661
8142672,PLP 143/2021,Institui as férias fiscais mediante a prorrogação dos prazos de pagamento e de cumprimento de obrigações acessórias e dos procedimentos administrativos de imposição fiscal no mês de julho de cada ano em relação aos tributos federais e aos devidos no âmbito do Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte (Simples Nacional).," CRIAÇÃO ,  LEI COMPLEMENTAR ,  OBRIGATORIEDADE ,  FERIAS ,  MES ,  JULHO ,  SUSPENSÃO ,  ATIVIDADE ,  NATUREZA ADMINISTRATIVA ,  PROCEDIMENTO ADMINISTRATIVO ,  SERVIÇO PUBLICO ,  NATUREZA FISCAL ,  AMBITO ,  SECRETARIA DA RECEITA FEDERAL DO BRASIL ,  PRORROGAÇÃO ,  PRAZO ,  CONTRIBUINTE ,  PAGAMENTO ,  TRIBUTOS ,  CUMPRIMENTO ,  OBRIGAÇÃO TRIBUTARIA ACESSORIA ,  ABRANGENCIA ,  SISTEMA INTEGRADO DE PAGAMENTO DE IMPOSTOS E CONTRIBUIÇÕES DAS MICROEMPRESAS E DAS EMPRESAS DE PEQUENO PORTE (SIMPLES) ,  FIXAÇÃO ,  EXCEÇÃO ,  OBJETIVO ,  QUALIDADE DE VIDA ,  PROFISSIONAL LIBERAL ,  CONTABILIDADE ,  CONTADOR .",Projeto de Lei Complementar,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019513
8142703,PL 3276/2021,"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para permitir a dedução da base de cálculo do Imposto sobre a Renda das Pessoas Físicas (IRPF) de despesas com academias, centros de saúde física e outros estabelecimentos especializados na prática de atividade física."," ALTERAÇÃO ,  LEI FEDERAL ,  AUTORIZAÇÃO ,  DEDUÇÃO ,  BASE DE CALCULO ,  IMPOSTO DE RENDA ,  DESPESA ,  PESSOA FISICA ,  ESTABELECIMENTO ,  ATIVIDADE ,  EXERCICIO ,  PRATICA ESPORTIVA ,  SAUDE .",Projeto de Lei Ordinária,2021-09-22,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019534
8143723,PL 3297/2021,"Altera a Lei nº 8.212, de 24 de julho de 1991, para dispor sobre as alíquotas das contribuições previdenciárias patronais dos municípios pertencentes à categoria “interior”, assim classificados de acordo com os critérios de distribuição dos recursos do Fundo de Participação dos Municípios (FPM), e cujos servidores estejam vinculados ao Regime Geral de Previdência Social (RGPS)."," ALTERAÇÃO ,  LEI FEDERAL ,  LEI ORGANICA ,  CUSTEIO ,  SEGURIDADE SOCIAL ,  CRITERIOS ,  DEFINIÇÃO ,  ALIQUOTA ,  CONTRIBUIÇÃO PREVIDENCIARIA ,  COTA PATRONAL ,  REGIME GERAL DE PREVIDENCIA SOCIAL ,  SUJEITO PASSIVO ,  MUNICIPIOS ,  INTERIOR ,  COEFICIENTE ,  PARTICIPAÇÃO ,  FUNDO DE PARTICIPAÇÃO DOS MUNICIPIOS (FPM) .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9020495
8143713,PLN 21/2021,"Abre ao Orçamento de Investimento, em favor da Caixa Econômica Federal, da Companhia de Entrepostos e Armazéns Gerais de São Paulo, da Companhia de Geração e Transmissão de Energia Elétrica do Sul do Brasil e da Empresa Gerencial de Projetos Navais, crédito especial no valor de R$ 61.605.170,00, para os fins que especifica."," CRIAÇÃO ,  LEI FEDERAL ,  CREDITO ESPECIAL ,  ORÇAMENTO DE INVESTIMENTO ,  UNIÃO FEDERAL ,  DESTINAÇÃO ,  CAIXA ECONOMICA FEDERAL (CEF) ,  COMPANHIA DE ENTREPOSTOS E ARMAZENS GERAIS DE SÃO PAULO (CEAGESP) ,  CENTRAIS ELETRICAS DO SUL DO BRASIL S/A (ELETROSUL) ,  EMPRESA GERENCIAL DE PROJETOS NAVAIS (EMGEPRON) .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9020500
8143622,PLN 22/2021,"Abre ao Orçamento de Investimento para 2021, em favor da Caixa Econômica Federal, da Companhia de Entrepostos e Armazéns Gerais de São Paulo, da Transmissora Sul Litorânea de Energia S.A., da Companhia das Docas do Estado da Bahia e da Companhia Docas do Pará, crédito suplementar no valor de R$ 109.288.191,00, para os fins que especifica."," CRIAÇÃO ,  LEI FEDERAL ,  CREDITO SUPLEMENTAR ,  ORÇAMENTO DE INVESTIMENTO ,  UNIÃO FEDERAL ,  DESTINAÇÃO ,  CAIXA ECONOMICA FEDERAL (CEF) ,  COMPANHIA DOCAS DA BAHIA ,  COMPANHIA DOCAS DO PARA (CDP) ,  COMPANHIA DE ENTREPOSTOS E ARMAZENS GERAIS DE SÃO PAULO (CEAGESP) ,  EMPRESA ,  TRANSMISSOR ,  ENERGIA ELETRICA ,  REGIÃO SUL .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9020419
8143580,PL 3294/2021,"Dispõe sobre a caracterização de símbolo e sua utilização para assegurar garantias às pessoas com deficiência sensorial monocular, denominado Símbolo Nacional de Acessibilidade à Pessoa com Visão Monocular."," CRIAÇÃO ,  LEI FEDERAL ,  SIMBOLO ,  ACESSIBILIDADE ,  PESSOA COM DEFICIENCIA ,  CEGUEIRA ,  OBRIGATORIEDADE ,  LOCAL ,  ACESSO ,  CIRCULAÇÃO .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9020369
8143654,PL 3289/2021,"Concede isenção do Imposto sobre Produtos Industrializados e altera a Lei nº 10.685, de 30 de abril de 2004, para prever alíquota 0 (zero) da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social (COFINS) incidentes nas importações e sobre a receita bruta decorrente da venda, no mercado interno, de bicicletas com e sem motor e de suas partes, peças e acessórios."," CRIAÇÃO ,  LEI FEDERAL ,  ISENÇÃO ,  IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS (IPI) ,  BICICLETA ,  PEÇAS . ALTERAÇÃO ,  LEI FEDERAL ,  REDUÇÃO ,  ALIQUOTA ,  RECEITA BRUTA ,  IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS (IPI) ,  CONTRIBUIÇÃO PARA FINANCIAMENTO DA SEGURIDADE SOCIAL (COFINS) ,  PROGRAMA DE INTEGRAÇÃO SOCIAL E PROGRAMA DE FORMAÇÃO DO PATRIMONIO DO SERVIDOR PUBLICO (PIS-PASEP) ,  BICICLETA ,  PEÇAS .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9020133
8143148,PL 3284/2021,Estabelece o Sistema Nacional de Investimentos e Negócios de Impacto (Simpacto) e institui a qualificação das Sociedades de Benefício.," CRIAÇÃO ,  LEI FEDERAL ,  SISTEMA NACIONAL ,  INVESTIMENTO ,  EMPREENDIMENTO ,  SUSTENTABILIDADE ,  EFEITO ,  INTERESSE SOCIAL ,  POLITICA SOCIAL ,  PARCERIA ,  SETOR PRIVADO ,  PODER PUBLICO ,  COMPOSIÇÃO ,  ESTRATEGIA ,  INSTRUMENTO ,  REQUISITOS .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019871
8143141,PL 3283/2021,Altera as penas e tipifica como atos terroristas as condutas praticadas em nome ou em favor de grupos criminosos organizados.," ALTERAÇÃO ,  LEI FEDERAL ,  REQUISITOS ,  TIPICIDADE ,  PENA ,  CRIME ,  ORGANIZAÇÃO ,  MILICIA . ALTERAÇÃO ,  LEI FEDERAL ,  EQUIPARAÇÃO ,  CRIME ,  TERRORISMO ,  CONDUTA ,  BENEFICIO ,  ORGANIZAÇÃO CRIMINOSA ,  LIMITAÇÃO ,  DIREITO A LIBERDADE ,  CIRCULAÇÃO ,  LOCOMOÇÃO ,  PESSOAS ,  BENS ,  SERVIÇO ,  MONOPOLIO ,  OLIGOPOLIO ,  TERRITORIO ,  REGIÃO ,  COAÇÃO ,  PAGAMENTO ,  EXERCICIO ,  ATIVIDADE ECONOMICA ,  CAUSA DE AUMENTO DE PENA . ALTERAÇÃO ,  LEI FEDERAL ,  REQUISITOS ,  TIPICIDADE ,  CRIME ,  AGRUPAMENTO ,  OBJETIVO ,  TRAFICO ,  DROGA .",Projeto de Lei Ordinária,2021-09-23,https://legis.senado.gov.br/sdleg-getter/documento?dm=9019869
